,Unnamed: 0,file,Rin_vclamp (MOhms),Access resistance (MOhms),Tau_vclamp (ms),Cm_vclamp (pF),Inward current peak - -70.0 mV (pA),Inward current peak - -60.0 mV (pA),Inward current peak - -50.0 mV (pA),Inward current peak - -40.0 mV (pA),Inward current peak - -30.0 mV (pA),Inward current peak - -20.0 mV (pA),Inward current peak - -10.0 mV (pA),Inward current peak - 0.0 mV (pA),Inward current peak - 10.0 mV (pA),Inward current peak - 20.0 mV (pA),Rin (MOhms),RMP (mV),Sag ratio,Delay,Pause,Burst,Spike Frequency - -40.0 pA (Hz),Spike Frequency - -20.0 pA (Hz),Spike Frequency - 0.0 pA (Hz),Spike Frequency - 20.0 pA (Hz),Spike Frequency - 40.0 pA (Hz),Spike Frequency - 60.0 pA (Hz),Spike Frequency - 80.0 pA (Hz),FI Curve Slope,Spike Frequency - 100.0 pA (Hz),Spike Frequency - 120.0 pA (Hz),Spike Frequency - 140.0 pA (Hz),Spike Frequency - 160.0 pA (Hz),Spike Frequency - 180.0 pA (Hz),Spike Frequency - 200.0 pA (Hz),Spike Frequency - 220.0 pA (Hz),Spike Frequency - 240.0 pA (Hz),Spike Frequency - -100.0 pA (Hz),Spike Frequency - -80.0 pA (Hz),Spike Frequency - -60.0 pA (Hz),Spike Frequency - 260.0 pA (Hz),Spike Frequency - 280.0 pA (Hz),Threshold (mV),Peak (mV),Height (mV),Trough (mV),Fast Trough (mV),Slow Trough (mV),FWHM (ms),Upstroke/Downstroke,AHP amplitude (mV),Adaptation index,Rheobase_estimated (pA),Tau (ms),Cm (pF),Delay Ratio,Burst Index,No. of Burst,Rheobase (pA),Spike Frequency - -10.0 pA (Hz),Spike Frequency - 10.0 pA (Hz),Spike Frequency - 30.0 pA (Hz),Spike Frequency - 50.0 pA (Hz),Spike Frequency - 70.0 pA (Hz),Spike Frequency - -5.0 pA (Hz),Spike Frequency - 5.0 pA (Hz),Spike Frequency - 15.0 pA (Hz),Spike Frequency - 25.0 pA (Hz),Spike Frequency - 35.0 pA (Hz),Spike Frequency - 45.0 pA (Hz),Spike Frequency - 55.0 pA (Hz),Spike Frequency - 65.0 pA (Hz),Spike Frequency - 75.0 pA (Hz),Spike Frequency - 85.0 pA (Hz),No. of Pause,Pause Fraction,Spike Frequency - -50.0 pA (Hz),Spike Frequency - -30.0 pA (Hz),Spike Frequency - 90.0 pA (Hz),Spike Frequency - 110.0 pA (Hz),Spike Frequency - 130.0 pA (Hz),Spike Frequency - 150.0 pA (Hz),Spike Frequency - 170.0 pA (Hz),Spike Frequency - 190.0 pA (Hz),Spike Frequency - 210.0 pA (Hz),Spike Frequency - 230.0 pA (Hz)
Q35,2023_03_27_0122,2023_03_27_0122,131.27930435302125,15.295071692057473,0.9247939014954968,60.463521852972406,11.59668,3.0517578,-6.713867,-2181.3965,-1795.6543,-1390.9912,-1077.2705,-711.6699,-341.79688,13.427734,240.34772600446448,-55.036926,0.1446158,False,False,True,0.0,0.0,0.0,2.0,5.0,7.0,9.0,0.0045864661654135,9.0,9.0,10.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-37.78076171875,34.515380859375,81.878662109375,-47.36328125,-19.47021484375,20.0,3.899999999999987,7.063354371488105,7.67364501953125,0.1339388301268806,20.0,29.230947670880347,121.61940600318964,1.504995680319265,0.254304635761589,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q36,2023_03_27_0129,2023_03_27_0129,252.68023715596345,15.227972495958042,0.9147109507110134,60.06780948375137,-5.493164,3.0517578,13.427734,-311.88965,-269.16504,-145.87402,-45.166016,-4.272461,10.986328,12.207031,437.0553152901784,-22.052002,0.3653981,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37,2023_03_27_0132,2023_03_27_0132,89.41710674474396,9.99060311758808,0.9213946300215998,92.22612680905314,-33.569336,4.272461,9.765625,-3711.5479,-3133.545,-2495.7275,-1876.831,-1210.9375,-488.8916,6.713867,151.19280133928606,-27.555847,0.36004144,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38,2023_03_27_0136,2023_03_27_0136,178.18506556601932,9.825520917926864,0.8434621649993981,85.84401499369709,-6.713867,4.272461,-18.920898,-15.869141,-1.8310547,-3429.5654,-2843.0176,-2139.8926,-1362.915,-659.79004,232.50034877232164,-37.760162,0.15397306,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,22.236062640233836,95.63883563034447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39,2023_03_27_0142,2023_03_27_0142,79.06603930486007,7.149747347679001,0.9061371832168524,126.73695155270192,22.583008,-3.6621094,0.61035156,-2680.0537,-2274.7803,-2445.0684,-1995.8496,-1182.8613,-300.90332,10.986328,293.57910156250045,-36.416626,0.15669136,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41,2023_03_27_0146,2023_03_27_0146,152.88941097900724,14.835004483822582,0.804836403948964,54.25252178566105,15.869141,4.272461,1.2207031,-2727.0508,-2291.2598,-1875.6104,-1481.9336,-1123.6572,-721.43555,-340.57617,265.7645089285718,-55.033875,0.08611154,False,True,False,0.0,0.0,0.0,2.0,6.0,7.0,9.0,0.0076315789473684,10.0,12.0,10.0,10.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-35.82763671875,40.1611328125,85.418701171875,-45.257568359375,-40.252685546875,20.0,4.399999999999987,6.493703180642662,9.77630615234375,0.0889955386992105,20.0,25.946609139396024,97.63007575390576,1.5521696615748704,0.2187218721872186,1.0,,,,,,,,,,,,,,,,,6.0,0.6663000000000001,,,,,,,,,,
Q42,2023_03_27_0153,2023_03_27_0153,153.11301397538963,15.849445483340132,1.7021109125426024,107.39245826182037,10.986328,4.272461,-0.61035156,-2158.8135,-1892.0898,-1544.1895,-1215.8203,-900.8789,-574.9512,-236.20605,300.7725306919653,-60.279083,0.10427177,True,True,True,0.0,0.0,0.0,2.0,4.0,7.0,8.0,0.0165413533834586,10.0,11.0,11.0,12.0,12.0,10.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,-37.567138671875,35.21728515625,85.784912109375,-50.567626953125,-37.841796875,20.0,4.0999999999999925,5.497559800728506,9.711456298828123,0.1613245574407242,20.0,39.76337516254702,132.20414467726272,1.455725267930976,0.4236252545824843,1.0,,,,,,,,,,,,,,,,,5.0,0.4780000000000002,,,,,,,,,,
Q43,2023_03_27_0160,2023_03_27_0160,282.26090054349004,11.998301175339623,1.0791608866549904,89.94280697612541,9.765625,7.9345703,6.1035156,-3831.787,-3342.2852,-2817.9932,-2304.6875,-1754.1504,-1182.8613,-634.7656,420.9245954241076,-59.0683,0.16056067,False,False,False,0.0,0.0,0.0,4.0,8.0,10.0,12.0,-0.0010150375939849,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-40.34423828125,40.985107421875,79.681396484375,-38.6962890625,-35.400390625,20.0,3.299999999999997,4.731591974052532,20.37200927734375,0.3379114138143945,20.0,44.80248243969402,106.43826216558512,1.4421197951942413,0.4330400782013685,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T83,2023_06_07_0000,2023_06_07_0000,171.37568804316896,15.59265536236184,1.099347991416912,70.50421918966805,5.493164,3.6621094,-3.0517578,-2031.8604,-1719.9707,-1444.7021,-1151.7334,-847.16797,-541.38184,-231.9336,356.2273297991075,-37.731934,0.27573004,True,False,False,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-5.963929177325766e-20,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,-29.9072265625,18.585205078125,60.9130859375,-42.327880859375,-40.435791015625,,8.300000000000002,3.753353886109452,-4.595947265625,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T84,2023_06_07_0004,2023_06_07_0004,316.95321684066187,19.24091220711849,2.062182805847377,107.17697703981196,-4.272461,-2.4414062,3.6621094,-1193.8477,-1004.6387,-811.7676,-609.13086,-399.16992,-201.41602,-42.72461,432.8700474330362,-48.863728,0.10513973,False,False,False,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0026785714285714,1.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,,-31.982421875,18.98193359375,67.230224609375,-48.248291015625,-42.205810546875,,7.099999999999995,3.502122769555731,0.6154365539550781,0.1954225352112675,20.0,,,2.128650335324328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T86,2023_06_07_0012,2023_06_07_0012,135.25980207170727,18.26597572366408,2.225065706736131,121.81477411324356,2.4414062,-1167.6025,-985.7178,-758.05664,-494.38477,-264.89258,-64.697266,-2.4414062,5.493164,-2.4414062,137.9830496651788,-40.979004,0.22088735,False,False,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0026785714285714,1.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,,,-32.501220703125,19.53125,62.164306640625,-42.633056640625,-37.4755859375,,7.300000000000001,4.813626078744037,-1.654052734375,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T88,2023_06_07_0016,2023_06_07_0016,196.83675143603244,17.383259595296302,0.8806190888524066,50.65903112271828,0.0,-5.493164,-2.4414062,-1273.8037,-1177.3682,-1101.6846,-912.4756,-714.1113,-491.333,-263.06152,344.10749162946473,-58.83789,0.2963745,False,False,False,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0305357142857142,4.0,5.0,6.0,7.0,8.0,,,,0.0,0.0,0.0,,,-38.14697265625,36.468505859375,98.175048828125,-61.70654296875,-45.59326171875,,4.5999999999999925,5.0856862769790085,-2.86865234375,0.3023723361479695,40.0,35.19586111560258,102.28158924683198,1.782745047498138,,,25.0,0.0,0.0,1.3333333333333333,2.0,,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,2.0,2.6666666666666665,,,,,,,,,,,,,,,
T89,2023_06_07_0022,2023_06_07_0022,117.7336612430859,15.152299390505046,1.1846946840462107,78.18580226764666,0.0,1.2207031,12.207031,-2055.664,-1710.2051,-1375.7324,-1084.5947,-793.45703,-527.34375,-212.40234,216.5440150669647,-55.69356,0.19943653,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0276785714285714,3.0,6.0,6.0,5.0,8.0,,,,0.0,0.0,0.0,,,-35.2783203125,44.036865234375,89.385986328125,-45.34912109375,-42.66357421875,60.0,3.899999999999987,4.519018242510974,10.344440460205078,0.2454814327965825,60.0,23.789194303219,109.85847055556977,1.7973303559105245,,,50.0,0.0,0.0,0.0,1.3333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,,,,,,,,,,,,,,,
T90,2023_06_07_0026,2023_06_07_0026,195.0267564831707,14.500407653558597,1.0225486675088755,70.51861519616853,-4.272461,1.8310547,-11.59668,-2587.8906,-2201.538,-1773.6816,-1427.002,-1094.9707,-742.1875,-411.9873,372.881208147322,-55.877686,0.3446513,False,False,True,0.0,0.0,0.0,3.0,6.0,8.0,11.0,0.0717857142857143,12.0,14.0,15.0,16.0,16.0,,,,0.0,0.0,0.0,,,-40.618896484375,41.656494140625,91.949462890625,-50.29296875,-44.921875,20.0,4.000000000000004,4.80380437017761,5.584716796875,0.1516778523489933,20.0,36.31751908590515,97.39702160468336,1.4638472806827751,0.2926829268292686,1.0,15.0,0.0,0.0,4.0,6.666666666666667,,0.0,0.0,0.6666666666666666,3.333333333333333,4.666666666666667,6.0,7.333333333333333,,,,,,,,,,,,,,,
T91,2023_06_07_0032,2023_06_07_0032,172.89156055381167,16.97134466153205,2.195204253888066,129.34769151579405,3.0517578,8.544922,4.272461,-2277.832,-1934.8145,-1611.9385,-1300.0488,-1013.1836,-737.3047,-453.4912,385.219029017858,-49.891155,0.14381029,True,False,False,0.0,0.0,2.0,6.0,9.0,11.0,13.0,0.0801785714285714,15.0,16.0,17.0,17.0,18.0,,,,0.0,0.0,0.0,,,-34.210205078125,42.999267578125,96.25244140625,-53.253173828125,-49.652099609375,0.0,5.099999999999993,5.084198109322212,-3.362018585205078,0.0470493128536784,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T92,2023_06_07_0037,2023_06_07_0037,188.850293521798,9.287173546896277,0.9886202910758196,106.45007182042067,3.0517578,-1.8310547,-5.493164,-2608.0322,-3019.4092,-2717.2852,-2276.6113,-1750.4883,-1215.21,-650.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T93,2023_06_07_0042,2023_06_07_0042,201.50874737322548,11.175597246637144,0.9719729722074752,86.97279892579809,-4.272461,7.9345703,-3.6621094,4.272461,-4411.621,-3880.005,-3244.629,-2645.874,-2019.043,-1366.5771,380.1182338169648,-50.27466,0.13652621,False,False,False,0.0,0.0,0.0,5.0,9.0,12.0,15.0,0.0405357142857143,16.0,17.0,11.0,2.0,1.0,,,,0.0,0.0,0.0,,,-31.005859375,43.304443359375,87.5244140625,-44.219970703125,-41.3818359375,20.0,3.100000000000019,4.132749111938173,6.0546875,0.0443003635840039,20.0,35.83275786195589,94.26740070356674,1.3265955106783849,0.214501510574018,1.0,10.0,0.0,0.6666666666666666,6.0,8.666666666666666,,0.0,0.0,2.6666666666666665,5.333333333333333,6.666666666666667,8.0,9.333333333333334,,,,,,,,,,,,,,,
T94,2023_06_07_0047,2023_06_07_0047,130.85307291534914,14.454279224934911,2.2218440046570667,153.715309499777,-4.272461,-1.8310547,1.8310547,-6.1035156,-2926.6357,-2484.7412,-2026.9775,-1582.6416,-1126.709,-734.2529,382.0800781250007,-43.080647,0.032262214,False,False,True,0.0,0.0,2.0,13.0,15.0,1.0,1.0,-0.00125,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,-34.271240234375,46.32568359375,88.623046875,-42.29736328125,-37.506103515625,0.0,2.599999999999991,2.391540517391006,0.7832832336425781,0.0350845318187622,0.0,27.96202483618448,73.18367650416064,3.1169119131001435,0.1821305841924398,1.0,5.0,0.0,6.0,1.3333333333333333,0.6666666666666666,,0.0,3.333333333333333,8.666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,
T95,2023_06_07_0051,2023_06_07_0051,304.58795990812945,13.04939442710248,2.114130369854626,162.009845105437,-11.59668,-2.4414062,-1.8310547,-1058.96,-3601.6846,-3159.79,-2773.4375,-2266.2354,-1815.7959,-1337.8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T99,2023_06_07_0054,2023_06_07_0054,119.4007581270158,7.865729354876294,2.3063720760557183,293.21782787071135,4.272461,3.0517578,-0.61035156,-4066.162,-8577.2705,-7413.9404,-6281.128,-5185.547,-4146.118,-3002.3193,217.197963169644,-58.535767,0.059016813,False,False,True,0.0,0.0,0.0,0.0,2.0,8.0,11.0,0.0310714285714285,13.0,14.0,6.0,2.0,1.0,,,,0.0,0.0,0.0,,,-38.787841796875,59.051513671875,105.89599609375,-46.844482421875,-41.748046875,40.0,2.2999999999999963,3.5774620409717173,11.6912841796875,0.0294428204110307,40.0,15.920961326463209,73.30161431591341,2.0589300658470884,0.0595882990249187,1.0,45.0,0.0,0.0,0.0,2.6666666666666665,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,,,,,,,,,,,,,,,
U1,2023_06_07_0062,2023_06_07_0062,205.3063213480172,18.86982188165003,0.9876452099747098,52.33993283927848,5.493164,0.0,-2.4414062,-1874.3896,-1643.0664,-1310.4248,-1109.6191,-894.16504,-696.41113,-509.64355,219.6393694196435,-62.196857,0.05631134,False,False,True,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0844642857142857,13.0,16.0,18.0,19.0,20.0,,,,0.0,0.0,0.0,,,-40.374755859375,52.032470703125,98.5107421875,-46.478271484375,-36.712646484375,60.0,2.3999999999999853,3.2993879472536176,15.718585968017578,0.0164018533372079,60.0,25.650723608464634,116.78563672916172,2.143633494925684,0.2605633802816901,1.0,50.0,0.0,0.0,0.0,1.3333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,,,,,,,,,,,,,,,
U2,2023_06_07_0070,2023_06_07_0070,70.13996173370717,7.668885270339328,2.057121281053005,268.2425422387344,2.4414062,10.375977,26.245117,-4298.706,-4886.4746,-4111.9385,-3256.836,-2420.044,-1457.5195,-497.43652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7,2023_06_07_0076,2023_06_07_0076,126.67093185073338,10.29994498014309,1.1153673203403112,108.2886678026523,2.4414062,0.61035156,-1.8310547,-4720.459,-4028.3203,-3319.7021,-2623.291,-1956.7871,-1265.8691,-549.3164,268.1623186383931,-54.093426,0.25466305,False,False,True,0.0,0.0,0.0,2.0,5.0,7.0,8.0,0.0630357142857143,10.0,12.0,13.0,14.0,15.0,,,,0.0,0.0,0.0,,,-40.069580078125,42.96875,97.0458984375,-54.0771484375,-50.933837890625,20.0,4.0999999999999925,6.420562724799723,0.0162773132324218,0.0531059681237529,20.0,37.56706046103535,140.09075045212867,1.4602087732198408,0.3238866396761133,1.0,20.0,0.0,0.0,4.0,6.0,,0.0,0.0,0.0,4.0,4.666666666666667,5.333333333333333,6.0,,,,,,,,,,,,,,,
U8,2023_06_07_0080,2023_06_07_0080,90.2293060817816,11.246562240134931,0.6886168089711076,61.229093323618656,10.986328,10.375977,6.1035156,-4105.2246,-3549.1943,-2941.8945,-2333.9844,-1746.2158,-1162.1094,-564.5752,198.88741629464332,-53.363037,0.15840559,False,False,True,0.0,0.0,0.0,1.0,4.0,7.0,8.0,0.0625,10.0,11.0,13.0,14.0,15.0,,,,0.0,0.0,0.0,,,-39.1845703125,47.576904296875,101.165771484375,-53.5888671875,-47.8515625,,4.200000000000037,5.3311315477548336,-0.225830078125,0.0707586704083822,20.0,25.024365588173698,125.82176416380788,1.676182637809415,0.2763295099061522,1.0,25.0,0.0,0.0,2.0,4.0,,0.0,0.0,0.0,0.6666666666666666,2.6666666666666665,3.333333333333333,4.666666666666667,,,,,,,,,,,,,,,
U9,2023_06_07_0084,2023_06_07_0084,166.58692368742436,17.198367802085432,1.0881292385198027,63.26933177855742,7.3242188,4.272461,1.8310547,3.6621094,-1362.3047,-1155.3955,-899.04785,-662.23145,-402.22168,-147.70508,279.0614536830361,-52.79541,0.08741031,False,False,False,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0142857142857142,10.0,2.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,-33.3251953125,31.280517578125,71.136474609375,-39.85595703125,-37.04833984375,40.0,3.799999999999998,4.765269863313107,12.939453125,0.1714285714285712,40.0,22.010746488333396,78.87419132179272,1.8288048580690976,,,25.0,0.0,0.0,1.3333333333333333,4.0,,0.0,0.0,0.0,0.6666666666666666,2.0,4.666666666666667,6.0,,,,,,,,,,,,,,,
U10,2023_06_07_0088,2023_06_07_0088,96.6324512856047,15.844427185976189,0.9780853543970832,61.73055945264977,4.272461,0.61035156,3.6621094,-2.4414062,-2071.5332,-1712.0361,-1347.6562,-1000.3662,-654.2969,-310.0586,184.80573381696465,-53.725178,0.19345456,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0275,4.0,5.0,6.0,6.0,7.0,,,,0.0,0.0,0.0,,,-30.670166015625,46.630859375,102.11181640625,-55.48095703125,-44.37255859375,,4.5999999999999925,5.174137152275771,-1.755779266357422,0.3167483352179921,60.0,23.64171352316824,127.9273810118006,1.6746841954879663,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
U11,2023_06_07_0093,2023_06_07_0093,204.33806982506675,17.18920135010964,0.952453257866203,55.40997737280725,-1.2207031,0.61035156,-2.4414062,3.0517578,-1328.125,-1083.9844,-837.40234,-595.7031,-337.5244,-106.20117,348.6851283482151,-50.47404,0.06311667,False,False,True,0.0,0.0,0.0,2.0,6.0,7.0,10.0,0.01,3.0,1.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,-34.1796875,27.40478515625,68.84765625,-41.44287109375,-40.22216796875,20.0,4.10000000000002,4.195271426526232,9.031169891357422,0.1504528202745371,20.0,25.742713063735223,73.82796388731329,1.684511216483522,0.0972644376899694,1.0,30.0,0.0,0.0,0.6666666666666666,3.333333333333333,,0.0,0.0,0.0,0.0,2.0,2.0,4.666666666666667,,,,,,,,,,,,,,,
U12,2023_06_07_0098,2023_06_07_0098,253.41235725161675,15.549793923111787,1.0192163806816257,65.54533042182354,1.8310547,0.0,-1.2207031,-6.713867,-2067.2607,-1825.5615,-1490.4785,-1214.5996,-867.9199,-533.44727,382.86481584821473,-56.94173,0.087217316,False,True,False,0.0,0.0,0.0,0.0,2.0,7.0,8.0,0.0141071428571428,6.0,5.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,-33.63037109375,39.642333984375,82.6416015625,-42.999267578125,-40.985107421875,40.0,3.799999999999998,4.318898237256234,13.942462921142578,0.0169225285059065,40.0,29.88620530224843,78.05941957878078,1.9532924247149448,,,30.0,0.0,0.0,1.3333333333333333,4.666666666666667,,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.6666666666666666,,,,2.0,0.2194,,,,,,,,,,
U13,2023_06_07_0102,2023_06_07_0102,264.14364683781935,15.259724010928432,1.9041084698371264,124.78000706129916,12.817383,-2.4414062,-2.4414062,-1.8310547,-2311.4014,-1856.6895,-1431.2744,-1074.2188,-720.8252,-411.37695,399.60588727678623,-55.954998,0.1033559,False,False,False,0.0,0.0,0.0,0.0,3.0,7.0,10.0,0.0276785714285714,11.0,13.0,6.0,1.0,1.0,,,,0.0,0.0,0.0,,,-34.515380859375,32.65380859375,72.967529296875,-40.313720703125,-37.994384765625,40.0,3.999999999999976,4.7731505805791326,15.641277313232422,0.1661569826707442,40.0,33.577049881792234,84.02541341573168,1.7172731395651402,,,25.0,0.0,0.0,2.6666666666666665,8.0,,0.0,0.0,0.0,2.0,3.333333333333333,4.666666666666667,7.333333333333333,,,,3.0,0.207,,,,,,,,,,
